Taxable status,State/ Territory1,Postcode,"Number of individuals
no.","Taxable income or loss3
no.","Taxable income or loss3
$","Tax on taxable income
no.","Tax on taxable income
$","Medicare levy
no.","Medicare levy
$","Medicare levy surcharge
no.","Medicare levy surcharge
$","Total Medicare levy liability
no.","Total Medicare levy liability
$","Net tax
no.","Net tax
$","HELP assessment debt
no.","HELP assessment debt
$","Salary or wages
no.","Salary or wages
$","Tax withheld from salary or wages
no.","Tax withheld from salary or wages
$","Allowances earnings tips directors fees etc
no.","Allowances earnings tips directors fees etc
$","Employer lump sum payments amount A
no.","Employer lump sum payments amount A
$","Employment termination payments taxable component
no.","Employment termination payments taxable component
$","Australian government allowances and payments
no.","Australian government allowances and payments
$","Australian government pensions and allowances
no.","Australian government pensions and allowances
$","Australian annuities and superannuation income streams taxable component taxed element
no.","Australian annuities and superannuation income streams taxable component taxed element
$","Australian annuities and superannuation income streams taxable component untaxed element
no.","Australian annuities and superannuation income streams taxable component untaxed element
$","Gross interest
no.","Gross interest
$","Dividends unfranked
no.","Dividends unfranked
$","Dividends franked
no.","Dividends franked
$","Dividends franking credit
no.","Dividends franking credit
$","Total Income or Loss3
no.","Total Income or Loss3
$"
Taxable,NSW,2864,328,328,"21,612,734",328,"4,511,526",307,"413,030",6,"6,623",307,"419,652",328,"4,748,437",16,"78,156",275,"17,449,950",274,"4,264,730",78,"235,913",4,"11,594",4,"27,504",13,"86,515",8,"78,419",1,"46,847",2,"74,838",184,"235,736",41,"8,762",85,"719,634",85,"302,919",328,"22,735,841"
Taxable,NSW,2865,345,345,"22,501,961",345,"4,625,507",323,"426,742",4,"6,927",323,"433,669",345,"4,813,933",9,"39,040",291,"18,411,837",289,"4,439,399",129,"293,501",4,"11,634",6,"65,242",17,"73,285",6,"42,970",4,"21,687",1,"8,327",167,"174,130",29,"3,943",61,"186,974",61,"75,738",345,"23,694,553"
Taxable,NSW,2866,"1,229","1,229","88,601,953","1,229","20,530,660","1,131","1,675,852",31,"33,839","1,131","1,709,691","1,229","21,372,695",52,"191,189","1,028","62,310,062","1,007","14,869,137",321,"686,661",9,"272,948",16,"131,449",50,"317,432",29,"329,755",9,"315,630",9,"357,000",703,"812,276",140,"99,566",324,"7,545,495",324,"3,218,469","1,229","92,947,876"
Taxable,NSW,2867,210,210,"12,107,650",210,"2,325,120",187,"221,515",1,979,187,"222,495",210,"2,413,555",5,"21,059",160,"8,413,874",156,"1,830,829",38,"137,437",4,"8,120",2,"5,146",12,"80,972",6,"64,516",1,"4,954",1,"28,093",134,"204,899",33,"21,987",76,"461,107",76,"187,818",210,"13,053,347"
Taxable,NSW,2868,229,229,"12,655,048",229,"2,475,191",198,"226,436",0,0,198,"226,436",229,"2,574,950",6,"24,592",174,"9,008,530",170,"1,928,828",73,"313,539",1,954,1,"1,900",11,"69,876",4,"41,586",1,"11,218",1,"4,329",139,"295,835",22,"11,865",60,"220,257",59,"91,626",229,"13,609,032"
Taxable,NSW,2869,448,448,"27,246,167",448,"5,425,088",406,"500,779",10,"8,759",406,"509,538",448,"5,531,468",19,"69,352",337,"18,956,731",335,"4,593,111",113,"121,421",9,"235,030",11,"120,291",40,"257,627",17,"157,693",3,"37,071",1,"19,598",275,"513,262",50,"31,014",130,"825,389",130,"345,943",448,"29,306,812"
Taxable,NSW,2870,"4,688","4,688","305,858,224","4,688","63,392,903","4,337","5,724,663",100,"130,776","4,337","5,855,439","4,688","66,907,311",184,"745,794","4,212","266,053,014","4,188","64,768,536","1,334","2,627,608",61,"935,220",81,"717,031",289,"1,501,230",110,"1,011,951",37,"973,402",31,"1,025,150","2,813","2,286,845",319,"377,912",902,"6,733,389",897,"2,778,532","4,688","320,299,839"
Taxable,NSW,2871,"3,609","3,609","231,487,630","3,609","48,029,442","3,274","4,312,326",79,"102,842","3,274","4,415,167","3,609","50,168,518",165,"703,341","3,015","174,301,791","2,977","40,304,738",824,"1,816,542",29,"350,739",40,"356,629",193,"999,524",106,"1,093,846",27,"527,786",17,"353,598","2,248","3,554,646",323,"275,830",869,"9,370,095",866,"3,901,862","3,609","243,768,043"
Taxable,NSW,2873,231,231,"13,355,759",231,"2,644,767",206,"244,222",1,142,206,"244,364",231,"2,676,805",2,"5,268",143,"8,002,749",141,"1,864,665",43,"54,402",1,"112,266",2,"82,644",6,"44,561",6,"50,063",1,"4,496",0,0,168,"595,582",40,"3,385",83,"344,737",83,"146,717",231,"14,726,367"
Taxable,NSW,2874,171,171,"9,254,441",171,"1,698,096",152,"171,275",5,"5,855",152,"177,130",171,"1,664,905",10,"37,111",115,"5,788,623",113,"1,388,871",42,"62,827",0,0,0,0,9,"59,793",0,0,0,0,0,0,122,"175,303",32,"3,888",58,"73,800",58,"31,621",171,"10,224,429"
Taxable,NSW,2875,324,324,"17,355,875",324,"3,143,486",269,"302,476",7,"9,981",269,"312,452",324,"3,224,565",11,"35,810",226,"11,726,876",219,"2,617,490",75,"427,172",0,0,3,"27,691",14,"97,381",15,"162,315",2,"12,959",2,"77,246",201,"427,168",42,"147,963",107,"815,959",107,"338,737",324,"18,778,987"
Taxable,NSW,2876,137,137,"7,444,365",137,"1,366,415",121,"131,875",2,"2,971",121,"134,846",137,"1,395,825",3,"10,763",94,"5,350,015",94,"1,290,924",32,"34,464",2,"3,356",1,"38,529",13,"76,387",2,"28,068",0,0,2,"21,575",97,"115,221",21,"7,618",47,"113,394",47,"48,505",137,"7,767,316"
Taxable,NSW,2877,"1,385","1,385","83,430,423","1,385","16,554,522","1,243","1,528,573",24,"37,835","1,243","1,566,407","1,385","17,070,202",53,"193,712","1,126","63,784,687","1,119","14,716,937",348,"709,477",7,"160,693",21,"210,502",86,"484,862",43,"432,967",6,"117,108",6,"219,057",737,"1,008,853",117,"61,780",299,"1,623,245",298,"672,743","1,385","87,598,964"
Taxable,NSW,2878,143,143,"11,398,112",143,"2,869,868",119,"215,886",4,"5,089",119,"220,975",143,"2,783,262",5,"17,594",78,"4,480,089",76,"1,111,724",22,"53,115",2,"32,248",1,"2,914",5,"38,482",4,"40,090",1,"31,302",0,0,104,"270,738",12,"1,484",35,"300,989",34,"115,750",143,"12,115,013"
Taxable,NSW,2879,174,174,"11,492,625",174,"2,399,021",160,"214,167",4,"4,970",160,"219,137",174,"2,455,597",9,"42,864",142,"8,815,277",140,"2,204,447",43,"67,650",1,"12,910",3,"6,238",22,"139,788",6,"45,796",1,"6,118",1,"31,102",87,"139,757",9,"13,240",19,"225,099",19,"96,453",174,"11,974,658"
Taxable,NSW,2880,"6,932","6,932","466,339,403","6,932","98,296,059","6,443","8,783,858",189,"229,265","6,443","9,013,123","6,932","103,298,301",358,"1,421,168","6,376","415,173,917","6,343","103,897,258","1,515","2,807,337",63,"1,218,583",130,"923,039",551,"2,906,452",204,"2,144,663",53,"605,056",35,"992,816","3,498","3,604,944",404,"205,393",920,"7,377,931",913,"3,014,386","6,932","483,678,272"
Taxable,NSW,2898,234,234,"16,208,763",234,"3,604,901",219,"304,569",6,"10,411",219,"314,980",234,"3,515,145",4,"16,744",200,"10,543,162",197,"2,380,933",64,"118,704",1,"19,223",0,0,8,"32,956",7,"71,574",4,"80,738",2,"68,253",144,"137,038",20,"5,131",56,"1,279,566",55,"497,108",234,"16,529,238"
Taxable,NSW,2899,818,818,"44,181,090",818,"7,870,259",784,"821,613",12,"21,462",784,"840,250",818,"7,380,219",13,"37,431",695,"35,171,165",684,"7,289,477",71,"218,190",4,"27,810",4,"15,378",26,"93,067",31,"301,310",0,0,9,"494,249",539,"1,187,704",48,"8,952",100,"513,016",100,"212,251",818,"46,011,269"
Taxable,NSW,NSW other,"2,903","2,903","263,032,015","2,902","70,309,970","2,568","4,857,705",85,"114,761","2,568","4,972,120","2,903","72,956,632",129,"544,030","2,428","183,442,633","2,394","49,376,798",742,"3,881,043",33,"772,669",58,"1,104,000",118,"611,936",51,"466,160",23,"519,342",43,"1,721,771","1,596","4,535,784",204,"323,804",584,"14,900,640",582,"6,268,688","2,903","275,490,803"
Taxable,NT,800,"4,475","4,475","380,472,482","4,474","97,944,131","3,007","5,309,587",166,"275,152","3,008","5,584,153","4,475","101,058,798",280,"1,322,077","4,300","359,471,158","4,294","103,319,331",971,"3,001,848",77,"765,984",150,"1,208,065",110,"607,007",15,"122,209",16,"181,425",71,"3,298,604","2,293","1,749,549",160,"90,670",390,"5,054,682",389,"2,076,748","4,475","392,812,525"
Taxable,NT,801,517,517,"54,537,027",516,"14,971,442",478,"1,012,623",23,"25,856",478,"1,038,469",517,"15,555,567",18,"78,750",443,"41,023,976",437,"11,795,231",64,"462,749",11,"152,706",15,"346,325",13,"64,343",4,"32,999",2,"4,500",25,"1,528,051",312,"356,043",49,"42,056",134,"3,289,541",133,"1,288,248",517,"56,356,348"
Taxable,NT,804,128,128,"11,974,773",128,"3,011,874",123,"232,225",6,"6,526",123,"238,751",128,"3,154,175",6,"25,113",117,"10,826,692",116,"3,218,907",20,"114,390",4,"11,227",5,"38,675",2,"8,791",1,160,1,"6,701",7,"257,240",74,"78,984",21,"4,519",38,"408,814",38,"168,241",128,"12,422,313"
Taxable,NT,810,"17,484","17,484","1,372,337,541","17,482","320,011,455","15,369","24,531,232",669,"823,773","15,373","25,349,944","17,484","331,289,352","1,139","5,084,314","16,159","1,238,901,723","16,101","330,432,929","3,190","9,131,734",311,"3,138,186",450,"5,052,605",662,"3,209,289",227,"1,755,234",104,"1,370,661",463,"18,083,689","9,576","6,177,427",874,"327,590","2,217","19,868,050","2,205","8,057,936","17,484","1,424,114,383"
Taxable,NT,811,263,263,"26,620,382",263,"7,070,145",252,"508,580",7,"8,330",252,"516,910",263,"7,266,903",17,"86,488",229,"22,753,396",228,"6,805,396",29,"236,942",3,"112,580",9,"70,778",7,"40,209",7,"48,645",3,"64,076",15,"624,935",143,"138,162",24,"8,483",58,"597,319",58,"240,534",263,"27,558,110"
Taxable,NT,812,"9,226","9,226","697,637,713","9,226","157,083,725","8,733","13,263,749",353,"413,632","8,735","13,672,877","9,226","162,943,710",400,"1,627,114","8,614","647,300,034","8,593","168,779,451","1,378","4,051,889",211,"2,478,038",256,"2,273,460",391,"2,026,640",161,"1,395,935",64,"782,840",292,"11,492,234","4,740","2,648,710",448,"123,315","1,174","8,983,367","1,168","3,500,398","9,226","721,746,581"
Taxable,NT,813,76,76,"5,954,894",76,"1,352,401",74,"115,825",2,"1,352",74,"117,176",76,"1,418,799",3,"13,899",65,"5,440,564",65,"1,488,917",9,"153,028",0,0,2,"26,841",2,"12,777",2,"19,484",1,"1,040",3,"94,949",37,"20,968",7,"1,059",13,"102,546",13,"41,236",76,"6,134,810"
Taxable,NT,814,149,149,"13,052,396",149,"3,208,949",145,"252,486",5,"7,554",145,"260,040",149,"3,329,996",6,"25,057",121,"10,510,424",121,"3,002,628",15,"11,547",3,"37,478",3,"23,674",3,"18,519",3,"26,459",1,"18,755",8,"445,264",87,"67,859",20,"7,687",39,"536,118",39,"209,569",149,"13,639,331"
Taxable,NT,820,"11,271","11,271","1,045,499,441","11,269","270,483,945","9,871","18,701,073",465,"629,799","9,876","19,330,831","11,271","281,849,954",941,"4,296,408","10,498","886,176,134","10,449","249,344,093","2,424","8,239,338",232,"2,526,129",350,"4,115,864",323,"1,578,682",97,"855,489",63,"899,920",262,"11,864,713","6,481","6,179,661",709,"503,525","1,746","40,369,308","1,743","16,716,456","11,271","1,081,775,091"
Taxable,NT,821,366,366,"33,952,115",366,"8,684,248",345,"655,345",17,"16,052",345,"671,397",366,"9,047,237",12,"48,377",312,"25,311,211",308,"6,837,149",45,"234,821",5,"33,071",6,"59,151",8,"51,331",4,"52,646",1,782,15,"586,960",213,"317,817",46,"10,889",106,"3,787,790",106,"1,496,657",366,"35,152,322"
Taxable,NT,822,"4,256","4,256","271,705,923","4,255","56,001,899","3,774","4,923,451",197,"240,376","3,774","5,163,792","4,256","55,825,230",180,"687,605","4,063","247,258,177","4,054","60,458,014",517,"1,978,443",53,"411,964",88,"986,657",680,"4,812,885",91,"1,078,761",22,"142,305",43,"1,734,098","1,412","808,496",90,"63,691",269,"3,086,309",269,"1,244,089","4,256","279,965,044"
Taxable,NT,828,613,613,"51,535,552",613,"12,651,356",567,"974,153",30,"44,936",567,"1,019,089",613,"13,144,461",15,"64,173",551,"38,835,249",548,"10,043,013",105,"268,895",12,"204,190",13,"149,689",23,"101,334",8,"28,938",3,"31,015",9,"370,294",320,"259,565",24,"2,043",79,"2,629,136",79,"1,054,515",613,"53,094,647"
Taxable,NT,829,324,324,"21,273,183",324,"4,304,448",113,"132,904",3,"2,029",113,"134,932",324,"4,299,254",28,"85,915",315,"20,680,212",314,"4,513,270",261,"178,041",3,"10,371",5,"17,835",9,"40,504",2,"9,839",1,60,3,"120,501",174,"39,133",11,"1,926",23,"723,781",23,"275,499",324,"22,406,310"
Taxable,NT,830,"9,434","9,434","737,402,997","9,432","169,116,112","8,522","13,479,604",377,"512,587","8,525","13,992,190","9,434","175,919,557",452,"1,772,722","9,054","698,699,185","9,028","184,276,996","1,991","5,521,648",293,"2,905,446",418,"4,520,843",461,"2,330,480",151,"1,268,503",58,"576,357",152,"5,251,038","4,454","1,670,458",286,"239,336",873,"5,812,251",870,"2,342,760","9,434","763,775,968"
Taxable,NT,831,692,692,"58,611,932",692,"13,888,300",672,"1,135,403",34,"48,887",672,"1,184,289",692,"14,473,629",24,"72,438",637,"54,270,142",633,"14,908,443",108,"395,633",18,"277,088",27,"548,053",13,"52,037",10,"81,499",10,"169,090",20,"803,892",372,"163,241",38,"8,959",111,"879,976",111,"351,633",692,"60,423,430"
Taxable,NT,832,"9,134","9,134","744,581,202","9,133","174,146,107","8,130","13,257,674",414,"540,855","8,136","13,798,530","9,134","181,757,556",509,"2,076,323","8,900","734,578,018","8,887","198,398,419","2,115","6,148,323",282,"2,274,934",444,"4,762,109",261,"1,083,359",135,"1,186,186",45,"314,865",103,"3,405,025","4,452","1,133,799",132,"65,007",582,"2,382,685",579,"948,240","9,134","772,669,923"
Taxable,NT,834,421,421,"34,333,204",421,"8,058,089",406,"661,428",10,"12,634",406,"674,062",421,"8,409,077",21,"77,617",382,"29,459,752",378,"7,781,631",70,"324,610",7,"61,178",9,"67,771",12,"49,210",4,"31,141",4,"38,758",11,"316,188",211,"187,179",14,"1,942",54,"825,706",54,"324,035",421,"35,576,860"
Taxable,NT,835,"2,539","2,539","215,833,327","2,539","51,886,410","2,465","4,193,557",127,"183,008","2,465","4,376,565","2,539","54,195,155",72,"268,037","2,279","190,598,680","2,267","52,527,525",379,"1,757,329",81,"618,339",102,"1,116,664",75,"327,951",32,"246,402",20,"231,328",70,"3,051,508","1,300","661,820",129,"31,168",381,"5,305,468",380,"2,120,502","2,539","223,438,709"
Taxable,NT,836,"4,117","4,117","341,751,371","4,117","80,990,688","3,961","6,624,823",200,"277,643","3,961","6,902,409","4,117","84,141,247",121,"459,099","3,766","310,806,004","3,757","84,954,684",659,"2,592,988",138,"1,276,978",199,"2,598,075",148,"747,346",63,"602,275",28,"261,396",87,"3,174,447","2,010","1,033,770",152,"102,189",540,"5,699,502",540,"2,265,255","4,117","353,822,706"
Taxable,NT,837,412,412,"31,348,464",412,"7,191,377",392,"602,370",20,"34,303",393,"636,670",412,"7,325,073",8,"28,058",346,"25,967,993",346,"6,748,715",54,"270,151",11,"148,532",16,"77,911",14,"66,463",9,"54,893",3,"35,587",12,"419,800",192,"149,804",17,"1,818",59,"657,957",59,"260,360",412,"32,442,778"
Taxable,NT,838,442,442,"34,715,556",442,"8,025,928",418,"671,188",29,"43,042",418,"714,224",442,"8,380,688",17,"68,308",417,"32,794,653",416,"9,066,944",70,"178,653",19,"189,626",26,"291,161",22,"146,543",7,"50,666",5,"70,044",8,"385,653",208,"158,087",13,"3,290",57,"178,359",57,"71,127",442,"35,948,728"
Taxable,NT,839,666,666,"53,384,230",666,"12,432,545",611,"1,004,817",27,"36,636",611,"1,041,453",666,"12,992,356",31,"96,044",640,"51,907,129",638,"14,258,725",142,"552,459",23,"244,092",44,"567,152",25,"74,494",16,"140,333",4,"17,321",7,"263,013",304,"85,025",16,"11,106",56,"160,446",56,"63,664",666,"55,447,396"
Taxable,NT,840,117,117,"8,355,221",117,"1,828,965",110,"159,057",8,"10,378",110,"169,435",117,"1,839,551",2,"7,111",98,"6,934,931",98,"1,845,404",12,"47,114",3,"19,056",3,"79,766",9,"51,413",2,"16,623",1,"39,265",2,"78,824",53,"40,684",12,366,25,"333,874",25,"139,722",117,"8,623,546"
Taxable,NT,841,265,265,"21,603,103",264,"5,093,034",249,"415,271",17,"25,797",250,"441,068",265,"5,288,709",16,"45,275",257,"20,960,115",257,"5,851,115",52,"201,222",10,"97,420",14,"346,688",9,"34,486",8,"87,790",1,"22,425",2,"64,171",116,"27,626",7,76,23,"26,962",23,"10,533",265,"22,340,353"
Taxable,NT,845,246,246,"16,620,649",246,"3,475,806",234,"313,379",8,"10,014",234,"323,393",246,"3,559,365",7,"31,356",225,"15,342,848",223,"3,859,550",28,"216,174",2,"29,313",6,"37,099",20,"122,713",9,"91,155",0,0,6,"213,892",95,"32,343",9,"16,957",19,"124,139",19,"53,197",246,"17,230,753"
Taxable,NT,846,164,164,"10,917,556",164,"2,306,947",151,"201,428",7,"14,915",151,"216,344",164,"2,375,092",2,"5,341",149,"9,097,500",148,"2,218,379",13,"24,762",1,"61,633",4,"23,359",8,"49,715",12,"130,110",3,"51,985",9,"270,833",80,"63,665",12,811,25,"393,477",25,"154,572",164,"11,294,346"
Taxable,NT,847,107,107,"5,780,835",107,"1,043,883",98,"107,025",0,0,98,"107,025",107,"1,076,174",1,"1,183",92,"4,862,754",92,"1,148,922",7,"125,731",2,"43,679",0,0,14,"51,847",1,"21,809",0,0,0,0,42,"36,277",4,"1,036",13,"92,972",13,"37,284",107,"6,044,741"
Taxable,NT,850,"3,273","3,273","226,694,684","3,273","48,377,630","2,982","4,147,878",113,"134,685","2,983","4,282,489","3,273","50,338,457",211,"833,242","3,110","207,816,128","3,101","51,789,606",735,"1,750,971",26,"297,632",41,"404,518",179,"1,047,097",48,"450,619",22,"149,297",56,"1,762,662","1,568","759,522",114,"25,269",352,"2,972,817",351,"1,206,799","3,273","234,273,521"
Taxable,NT,851,804,804,"58,862,863",804,"12,857,689",772,"1,135,515",32,"42,053",772,"1,177,568",804,"13,385,686",30,"125,605",720,"51,466,072",714,"13,089,516",123,"804,566",2,"2,546",9,"62,392",20,"142,227",15,"135,337",2,"17,103",14,"543,872",420,"346,354",57,"60,750",152,"1,382,021",152,"550,183",804,"61,486,782"
Taxable,NT,852,"1,259","1,259","68,420,234","1,259","12,459,639","1,083","1,201,114",43,"48,501","1,084","1,249,496","1,259","12,171,801",46,"229,811","1,215","63,829,758","1,213","14,378,366",116,"141,532",8,"56,390",9,"85,875",235,"1,866,905",35,"413,122",4,"19,790",7,"210,335",408,"201,922",24,"61,263",62,"522,999",62,"212,074","1,259","70,852,214"
Taxable,NT,853,474,474,"36,630,378",474,"8,127,050",189,"202,581",5,"3,816",189,"206,396",474,"8,150,552",50,"177,709",472,"37,808,114",472,"9,299,784",377,"187,515",3,"61,146",5,"18,023",6,"22,863",0,0,4,"13,517",6,"125,910",305,"120,159",10,297,50,"30,523",50,"13,067",474,"38,199,794"
Taxable,NT,854,316,316,"17,992,365",316,"3,365,998",280,"314,734",8,"9,646",280,"324,380",316,"3,183,327",14,"64,243",293,"16,128,669",293,"3,766,939",37,"73,617",15,"53,649",7,"17,171",61,"481,474",12,"137,585",4,"95,163",3,"79,700",98,"32,036",7,"3,866",18,"36,885",18,"15,556",316,"18,449,704"
Taxable,NT,860,820,820,"56,454,800",820,"11,923,786",769,"1,059,681",64,"83,566",769,"1,143,247",820,"11,966,627",44,"222,006",795,"55,710,920",795,"14,154,549",153,"477,863",11,"12,284",18,"43,804",58,"323,910",14,"143,709",4,"50,570",11,"319,859",327,"118,021",27,"3,653",64,"350,722",64,"138,293",820,"59,299,688"
Taxable,NT,861,489,489,"33,310,896",489,"6,965,692",468,"634,016",40,"47,733",469,"681,749",489,"6,968,182",23,"79,817",476,"32,263,722",474,"8,057,035",92,"371,876",8,"39,716",14,"39,314",66,"391,505",8,"54,289",5,"20,067",4,"254,618",171,"79,251",11,472,25,"41,960",25,"17,976",489,"34,969,622"
Taxable,NT,862,199,199,"10,968,341",199,"2,032,926",182,"201,042",5,"5,829",182,"206,871",199,"1,962,313",11,"42,204",196,"10,150,704",194,"2,249,128",21,"44,927",0,0,2,"2,527",34,"268,100",3,"27,376",0,0,1,"39,331",85,"91,991",4,287,6,"116,342",6,"47,957",199,"11,545,024"
Taxable,NT,870,"12,106","12,106","872,345,032","12,106","192,290,167","11,180","16,481,834",662,"792,876","11,182","17,273,552","12,106","200,529,362",857,"3,684,250","11,524","811,164,196","11,483","207,850,370","2,082","5,728,981",94,"722,266",147,"942,574",599,"3,251,917",170,"1,537,703",59,"471,574",154,"5,872,147","6,129","3,875,198",489,"248,434","1,278","11,678,067","1,274","4,685,167","12,106","907,428,316"
Taxable,NT,871,"1,232","1,232","96,239,332","1,232","22,602,322","1,177","1,862,063",58,"71,305","1,177","1,933,356","1,232","23,452,499",85,"346,269","1,149","82,721,599","1,148","21,232,506",207,"662,337",9,"57,923",13,"29,961",65,"371,208",22,"201,916",11,"78,434",23,"795,844",632,"525,874",73,"16,356",173,"1,438,970",172,"563,438","1,232","100,093,767"
Taxable,NT,872,"2,817","2,817","159,102,447","2,817","30,220,640","2,445","2,830,263",94,"125,092","2,445","2,955,350","2,817","29,697,972",142,"641,540","2,778","146,936,261","2,769","33,250,197",351,"815,971",17,"72,442",25,"45,425",570,"4,651,375",64,"830,365",2,"11,623",9,"273,708","1,069","558,216",40,"13,340",133,"927,624",133,"365,188","2,817","163,946,178"
Taxable,NT,873,209,209,"16,808,094",209,"4,075,423",203,"325,935",5,"7,636",203,"333,570",209,"4,176,981",20,"82,035",200,"13,531,965",199,"3,350,328",31,"100,702",2,"45,294",4,"7,888",7,"36,946",7,"41,253",3,"40,793",4,"173,797",121,"95,633",9,"1,308",21,"89,754",21,"36,124",209,"17,426,055"
Taxable,NT,874,89,89,"7,121,352",89,"1,638,738",83,"135,374",6,"8,339",83,"143,713",89,"1,746,563",15,"63,875",88,"7,137,406",88,"1,907,834",12,"20,516",1,"4,990",3,"19,239",2,"13,983",0,0,0,0,0,0,56,"74,647",4,268,10,"4,970",10,"2,127",89,"7,381,882"
Taxable,NT,875,359,359,"24,479,305",359,"5,144,778",337,"468,324",15,"16,764",337,"485,089",359,"5,418,336",27,"104,544",351,"23,943,015",351,"6,029,118",71,"118,896",3,"52,537",8,"17,748",25,"131,170",8,"81,985",3,"42,766",4,"136,308",156,"47,423",2,58,20,"8,418",20,"3,601",359,"25,267,011"
Taxable,NT,880,679,679,"54,260,235",678,"12,719,594",645,"1,037,875",51,"60,279",646,"1,098,154",679,"12,997,943",48,"253,629",658,"52,485,240",656,"14,511,033",88,"375,271",8,"82,493",10,"192,968",48,"355,225",5,"49,265",2,"23,127",2,"40,700",356,"224,069",28,"2,507",92,"522,220",92,"208,743",679,"56,336,401"
Taxable,NT,881,"1,369","1,369","109,722,027","1,369","25,420,592","1,342","2,148,775",68,"77,160","1,342","2,225,935","1,369","25,599,858",78,"318,990","1,333","111,565,223","1,332","30,727,964",158,"649,347",11,"210,310",20,"230,514",57,"346,328",9,"74,302",4,"55,949",5,"146,698",759,"431,866",57,"17,067",168,"546,992",167,"226,313","1,369","114,976,419"
Taxable,NT,885,455,455,"44,771,087",455,"11,457,607",441,"880,592",45,"58,126",441,"938,709",455,"11,723,207",24,"97,501",445,"43,937,283",445,"12,794,388",39,"48,746",1,"2,177",6,"131,993",25,"166,551",2,"20,248",3,"19,124",2,"47,453",244,"169,480",73,"17,076",98,"202,821",98,"86,716",455,"46,117,895"
Taxable,NT,886,595,595,"46,711,315",595,"10,738,012",571,"903,230",14,"17,117",571,"920,346",595,"10,817,396",28,"106,651",585,"46,317,543",585,"12,456,979",81,"291,779",6,"166,112",7,"137,443",36,"302,863",3,"47,018",5,"35,255",4,"142,636",293,"174,622",20,"5,393",68,"196,540",68,"84,187",595,"48,096,573"
